date,date2,BTC,ETH,LTC,TRX,FNG,XRP
43626.00,10/06/2019,7993.302539,246.7463252,129.1225361,0.031563284,46,0.400065644
43627.00,11/06/2019,7922.483627,245.8009109,136.3609914,0.031252972,61,0.393711301
43628.00,12/06/2019,8146.756125,259.6566401,134.8055359,0.033313469,60,0.401030008
43629.00,13/06/2019,8232.777341,255.3363004,131.2593053,0.032521266,63,0.399955819
43630.00,14/06/2019,8698.004815,264.7634231,132.3539877,0.032057852,67,0.40431909
43631.00,15/06/2019,8850.584816,269.0571874,138.1599557,0.032748072,75,0.411087452
43632.00,16/06/2019,9019.517007,269.8485187,136.867408,0.032946732,80,0.431302934
43633.00,17/06/2019,9340.572189,273.714095,134.23513,0.033798102,84,0.446997357
43634.00,18/06/2019,9047.132744,263.7022519,135.3514294,0.032864868,83,0.425370372
43635.00,19/06/2019,9285.055677,268.9368381,136.5390916,0.033326039,82,0.434899378
43636.00,20/06/2019,9546.719778,272.1375003,135.4996645,0.03266073,81,0.430329405
43637.00,21/06/2019,10083.48631,294.8528928,138.4742415,0.033197427,84,0.443364691
43638.00,22/06/2019,10685.29523,308.0097697,141.1133092,0.036931654,83,0.472279102
43639.00,23/06/2019,10794.4277,306.5535074,136.3239778,0.037139437,84,0.465609867
43640.00,24/06/2019,11004.20691,309.7987503,135.2852929,0.038228169,80,0.468637897
43641.00,25/06/2019,11726.26383,316.17192,135.6097907,0.03818601,87,0.464794198
43642.00,26/06/2019,12863.46068,334.0350535,130.9113352,0.036360139,95,0.461336874
43643.00,27/06/2019,11109.79784,293.2150362,114.2850647,0.032055554,92,0.404836422
43644.00,28/06/2019,12358.20796,309.4461829,119.3717308,0.033510475,62,0.419953159
43645.00,29/06/2019,11944.35155,318.5297881,133.8535773,0.035086561,74,0.426287827
43646.00,30/06/2019,10842.61671,291.6606963,121.9648184,0.03206908,78,0.394969507
43647.00,01/07/2019,10569.55173,293.8623928,122.6771139,0.032473114,65,0.406365902
43648.00,02/07/2019,10766.08332,290.5718343,117.9623972,0.031892119,63,0.397262248
43649.00,03/07/2019,11952.02489,302.0572104,121.3690659,0.032815941,79,0.405854961
43650.00,04/07/2019,11177.01038,283.4892028,119.7566182,0.031247986,76,0.387436181
43651.00,05/07/2019,10998.3991,287.858583,118.4821072,0.031869006,67,0.379271365
43652.00,06/07/2019,11208.2256,287.27413,118.1422062,0.032029382,72,0.388610199
43653.00,07/07/2019,11456.1836,306.1985906,119.9894659,0.035066443,67,0.397226533
43654.00,08/07/2019,12319.62288,313.3262905,123.7409355,0.034004081,74,0.40252619
43655.00,09/07/2019,12579.10762,308.3430541,119.3181339,0.034318076,84,0.39408793
43656.00,10/07/2019,12106.78293,288.7311578,107.9793467,0.032025939,83,0.360632318
43657.00,11/07/2019,11294.67803,267.5366046,102.2099225,0.027763253,62,0.327601232
43658.00,12/07/2019,11813.32372,275.8726002,105.0393156,0.029553665,33,0.344821943
43659.00,13/07/2019,11346.83715,268.6886293,100.9075728,0.028374508,65,0.33182526
43660.00,14/07/2019,10283.07579,230.3359763,90.01641661,0.025505172,61,0.306857261
43661.00,15/07/2019,10926.38027,230.578358,90.86854261,0.025285271,16,0.314682224
43662.00,16/07/2019,9471.140865,199.001611,79.88265724,0.021297053,34,0.296561418
43663.00,17/07/2019,9674.882461,210.9313147,89.90015486,0.022791244,19,0.31010536
43664.00,18/07/2019,10679.89069,227.2417943,101.9716036,0.025777181,40,0.322859355
43665.00,19/07/2019,10532.20273,221.0313933,98.47280506,0.027965264,42,0.320317093
43666.00,20/07/2019,10862.64855,230.6720537,101.4621759,0.02953707,34,0.335801797
43667.00,21/07/2019,10589.70649,225.6720671,99.74053997,0.029130301,42,0.330491927
43668.00,22/07/2019,10318.56093,217.0136254,94.95028565,0.026752508,42,0.32058639
43669.00,23/07/2019,9866.64894,212.3614568,90.29077836,0.02400461,40,0.308311093
43670.00,24/07/2019,9792.787537,216.8484425,94.5638137,0.023796764,20,0.316297899
43671.00,25/07/2019,9897.186786,219.6386683,93.35903451,0.023004264,42,0.313290356
43672.00,26/07/2019,9836.696788,219.3653559,94.33363842,0.023197623,24,0.323510433
43673.00,27/07/2019,9446.672052,206.645765,88.54587603,0.021896369,47,0.309236548
43674.00,28/07/2019,9529.788792,210.9275406,89.66229546,0.022329569,16,0.311160544
43675.00,29/07/2019,9504.158916,210.840749,90.43661387,0.021981669,19,0.309736558
43676.00,30/07/2019,9589.109206,210.0295608,90.35749897,0.022098488,22,0.318742423
43677.00,31/07/2019,10059.00402,218.0882405,98.85875606,0.022385496,31,0.319506571
43678.00,01/08/2019,10400.30701,217.3531949,98.84074269,0.022131664,57,0.316164817
43679.00,02/08/2019,10529.69445,217.667192,94.82021445,0.021810758,61,0.312213982
43680.00,03/08/2019,10810.42167,221.8353165,94.08927727,0.021836851,61,0.316040052
43681.00,04/08/2019,10986.50893,222.7885219,93.08305308,0.022364498,62,0.319999818
43682.00,05/08/2019,11790.02394,232.2999088,95.98506187,0.022815102,64,0.321288613
43683.00,06/08/2019,11423.497,225.7292683,92.88025287,0.021666751,66,0.311128298
43684.00,07/08/2019,11967.27355,226.0429168,90.84267303,0.021623489,45,0.311278032
43685.00,08/08/2019,11938.23461,220.5500413,89.942217,0.021911684,61,0.307257069
43686.00,09/08/2019,11858.3411,209.8178279,84.17551878,0.019753047,60,0.295604285
43687.00,10/08/2019,11303.73056,206.3243793,85.38162809,0.020403598,59,0.298637821
43688.00,11/08/2019,11530.19524,215.7897347,89.79069621,0.020725498,45,0.302618656
43689.00,12/08/2019,11384.69625,210.9724977,85.6664523,0.020669219,48,0.300392976
43690.00,13/08/2019,10867.05476,208.5976283,84.43954542,0.020338243,45,0.296120057
43691.00,14/08/2019,10024.37959,186.3818141,75.91894313,0.017760369,11,0.262105681
43692.00,15/08/2019,10310.08587,188.0166365,76.42321029,0.017540161,13,0.264910924
43693.00,16/08/2019,10373.3219,185.5779369,74.89117357,0.01695215,31,0.261571761
43694.00,17/08/2019,10207.15556,185.5476665,72.70842184,0.016927611,20,0.265468855
43695.00,18/08/2019,10331.30998,194.7061621,76.42116423,0.017762481,14,0.283237344
43696.00,19/08/2019,10884.62977,202.7670351,77.03219723,0.017982575,30,0.282230614
43697.00,20/08/2019,10771.39238,196.717822,75.15385869,0.017533921,39,0.274476717
43698.00,21/08/2019,10096.83022,186.4972846,72.91707346,0.016760277,11,0.26502394
43699.00,22/08/2019,10119.71452,191.5960932,73.58911639,0.017548028,5,0.271238568
43700.00,23/08/2019,10414.14417,194.6243048,75.53376228,0.018061653,33,0.27740058
43701.00,24/08/2019,10147.08715,191.1143513,73.37075056,0.017783678,39,0.271987435
43702.00,25/08/2019,10100.35678,186.3244889,72.2755486,0.017566306,33,0.269426151
43703.00,26/08/2019,10362.64347,188.5698054,73.6117536,0.017687719,41,0.269861028
43704.00,27/08/2019,10168.22157,186.8832931,72.59788031,0.01762724,30,0.269316924
43705.00,28/08/2019,9724.799978,173.1757975,66.91783698,0.016011692,32,0.256080715
43706.00,29/08/2019,9482.311735,168.7358823,63.58698282,0.015434732,20,0.256537622
43707.00,30/08/2019,9577.678823,168.372436,64.35611591,0.015566244,24,0.255203049
43708.00,31/08/2019,9605.024461,172.1776099,64.37694745,0.015507225,20,0.257875467
43709.00,01/09/2019,9762.936557,171.2114805,66.297114,0.015566127,24,0.256850459
43710.00,02/09/2019,10377.33838,178.5801946,67.01818902,0.015908322,28,0.261800578
43711.00,03/09/2019,10618.78151,179.2336739,69.23355472,0.01591555,41,0.262974605
43712.00,04/09/2019,10577.24108,174.7297753,67.10464985,0.015526255,43,0.25877428
43713.00,05/09/2019,10580.1847,174.5415397,65.38563985,0.014961043,41,0.256367174
43714.00,06/09/2019,10330.84973,169.2307034,65.06948426,0.01421951,43,0.251729022
43715.00,07/09/2019,10494.50696,178.2874944,68.84420891,0.015436281,39,0.260575927
43716.00,08/09/2019,10407.26566,181.6046403,70.66760678,0.015756129,43,0.262321262
43717.00,09/09/2019,10332.46444,181.3882417,70.18670137,0.015745746,41,0.258908387
43718.00,10/09/2019,10085.95192,179.5958057,70.55690526,0.015561325,41,0.258313514
43719.00,11/09/2019,10142.14806,178.0588556,69.61532632,0.014839883,38,0.254513271
43720.00,12/09/2019,10403.35997,180.8465082,69.08376348,0.014843187,39,0.254211174
43721.00,13/09/2019,10345.33875,181.5132595,68.74993771,0.015530595,38,0.255454178
43722.00,14/09/2019,10363.4529,188.5959505,70.69277173,0.015822809,39,0.262351216
43723.00,15/09/2019,10306.16967,189.4436084,70.13739928,0.015495433,38,0.260336585
43724.00,16/09/2019,10257.82276,197.4305357,72.53570127,0.015684089,38,0.261029238
43725.00,17/09/2019,10195.61118,209.2875827,74.45747199,0.016795973,41,0.287028187
43726.00,18/09/2019,10161.31887,210.7212236,77.96232755,0.017958203,38,0.314282308
43727.00,19/09/2019,10268.39263,221.5622011,76.98396031,0.017604925,31,0.301480622
43728.00,20/09/2019,10170.12512,217.1955701,75.03694758,0.017362153,41,0.292787603
43729.00,21/09/2019,9986.406108,215.5000298,73.18058484,0.018190922,37,0.289543171
43730.00,22/09/2019,10047.01347,211.0518019,72.42025542,0.016889012,37,0.277227923
43731.00,23/09/2019,9692.741048,201.226725,66.58584672,0.016007815,41,0.267973688
43732.00,24/09/2019,8613.671249,168.4383282,56.38643834,0.012756636,39,0.235999695
43733.00,25/09/2019,8424.157646,169.8466248,57.29231497,0.013160059,15,0.245604618
43734.00,26/09/2019,8091.695299,166.3346179,55.21079193,0.012850745,12,0.243330323
43735.00,27/09/2019,8186.779639,174.0836541,55.85602853,0.013650075,24,0.242064854
43736.00,28/09/2019,8201.979013,173.7988804,55.33981539,0.013589945,32,0.242192552
43737.00,29/09/2019,8064.508062,169.8533349,54.00114433,0.013352185,33,0.24053058
43738.00,30/09/2019,8282.365454,179.5087279,55.92720842,0.014481112,27,0.256201357
43739.00,01/10/2019,8314.55139,176.6351596,55.76590619,0.01401059,38,0.248965285
43740.00,02/10/2019,8362.530732,180.7314246,56.44821762,0.014410525,39,0.253305601
43741.00,03/10/2019,8254.33991,175.4671133,56.61447913,0.014330844,37,0.247569867
43742.00,04/10/2019,8165.686151,176.2040693,56.57314114,0.014588248,30,0.252901157
43743.00,05/10/2019,8141.633714,176.1848133,56.78648368,0.015063163,31,0.253784237
43744.00,06/10/2019,7854.609813,169.8549542,54.52183947,0.014504507,32,0.254568853
43745.00,07/10/2019,8226.023429,181.0015704,57.73382314,0.016296601,27,0.276931411
43746.00,08/10/2019,8190.115121,180.6686698,57.0367275,0.016980195,39,0.277142112
43747.00,09/10/2019,8598.331921,194.2291315,59.43660179,0.016970444,37,0.282198465
43748.00,10/10/2019,8578.090379,191.5740997,57.55244638,0.016285614,41,0.271332788
43749.00,11/10/2019,8289.854029,180.9021725,55.70224285,0.015826947,39,0.268026531
43750.00,12/10/2019,8323.750144,180.319805,55.82262019,0.015688244,38,0.273182102
43751.00,13/10/2019,8291.250651,181.4745976,56.5329196,0.016072884,38,0.277975651
43752.00,14/10/2019,8346.368437,186.5206151,56.79528591,0.016671772,37,0.296535285
43753.00,15/10/2019,8160.712628,180.2829499,54.54869841,0.015642576,39,0.288117566
43754.00,16/10/2019,8003.855923,174.9956763,52.55428352,0.015175732,40,0.28442559
43755.00,17/10/2019,8072.489382,177.0702299,54.9010288,0.015385395,40,0.301782569
43756.00,18/10/2019,7959.331994,173.1305787,53.25118936,0.015375612,40,0.295033866
43757.00,19/10/2019,7948.477337,171.6131327,53.7431331,0.015458204,41,0.291050309
43758.00,20/10/2019,8213.709039,175.1878466,54.86168423,0.015502644,37,0.293837621
43759.00,21/10/2019,8211.654559,174.1983669,54.76895655,0.015539496,37,0.292647571
43760.00,22/10/2019,8029.205373,171.2616821,53.33087465,0.015115827,39,0.290481486
43761.00,23/10/2019,7458.035857,161.3235584,49.33203461,0.014289822,33,0.272106563
43762.00,24/10/2019,7454.371138,161.0244646,49.82463108,0.015231156,20,0.277408345
43763.00,25/10/2019,8656.655178,181.1619445,56.90292396,0.017527407,24,0.297712298
43764.00,26/10/2019,9249.646761,179.7206023,56.96359664,0.016618667,53,0.294469571
43765.00,27/10/2019,9558.156044,184.5724846,59.83275209,0.019145173,50,0.298888112
43766.00,28/10/2019,9319.178142,182.8142206,58.38365369,0.020383951,52,0.297500217
43767.00,29/10/2019,9431.207124,190.8304954,59.85977923,0.021958818,54,0.302296979
43768.00,30/10/2019,9182.855065,183.2770038,57.99909803,0.020026299,53,0.295330522
43769.00,31/10/2019,9155.277299,182.4305672,58.34576011,0.019790989,50,0.294503367
43770.00,01/11/2019,9251.381293,183.3622677,58.37170895,0.019663447,49,0.29208591
43771.00,02/11/2019,9300.190838,182.9987688,58.34436736,0.019889264,51,0.295187406
43772.00,03/11/2019,9209.638696,181.9070137,58.47328296,0.019672307,56,0.290583485
43773.00,04/11/2019,9418.360131,186.0344328,61.45216904,0.019804628,49,0.299466586
43774.00,05/11/2019,9330.787223,189.2172514,63.17612989,0.01983589,54,0.301213697
43775.00,06/11/2019,9354.933382,191.5566607,63.98187762,0.020126128,53,0.310143146
43776.00,07/11/2019,9210.748222,186.7706224,61.59174945,0.019523523,54,0.290253377
43777.00,08/11/2019,8791.333935,184.0382231,60.4637875,0.018786101,42,0.276059991
43778.00,09/11/2019,8810.784562,184.9625798,62.16637423,0.018993063,38,0.279619692
43779.00,10/11/2019,9042.890723,189.0451047,63.65697994,0.019351612,39,0.279238665
43780.00,11/11/2019,8713.20793,184.4188453,61.69626739,0.01903445,40,0.27395618
43781.00,12/11/2019,8788.958143,186.5779264,61.12822744,0.019591479,39,0.271333751
43782.00,13/11/2019,8766.729431,188.0333561,60.90400916,0.020039048,38,0.271663757
43783.00,14/11/2019,8645.435804,184.7664638,58.943755,0.019395712,41,0.2678209
43784.00,15/11/2019,8465.877889,179.9897891,57.55776464,0.018591425,38,0.26062643
43785.00,16/11/2019,8477.690243,182.2871172,58.24291241,0.018673109,41,0.261700876
43786.00,17/11/2019,8505.161223,183.829806,59.17893149,0.01876098,38,0.263055365
43787.00,18/11/2019,8183.533414,178.062372,55.86428744,0.017156842,38,0.252102787
43788.00,19/11/2019,8116.820673,175.4351999,55.00107883,0.016904289,32,0.253238545
43789.00,20/11/2019,8076.55466,174.4097203,54.83109288,0.016488503,32,0.249681919
43790.00,21/11/2019,7612.277488,160.7282969,50.57204801,0.01535837,30,0.242473209
43791.00,22/11/2019,7277.524273,149.7761625,47.47589895,0.014434752,20,0.230494881
43792.00,23/11/2019,7324.836179,152.3270563,48.21675302,0.015052455,23,0.234572148
43793.00,24/11/2019,6943.380656,141.5766195,44.2959709,0.013818101,21,0.221950024
43794.00,25/11/2019,7139.044686,146.5622418,45.76961411,0.014282128,17,0.219294535
43795.00,26/11/2019,7165.43773,147.9428786,47.00592285,0.015340088,21,0.22079471
43796.00,27/11/2019,7526.863817,153.2483223,47.86341363,0.016119556,20,0.224691219
43797.00,28/11/2019,7436.336382,151.0103925,46.88518134,0.015862153,32,0.223939627
43798.00,29/11/2019,7747.738042,154.256289,48.62784223,0.016145174,31,0.230274233
43799.00,30/11/2019,7556.193721,152.0162101,47.34697632,0.015486888,38,0.225977686
43800.00,01/12/2019,7417.727206,151.3802234,47.7391862,0.015971679,25,0.225215972
43801.00,02/12/2019,7318.312522,149.0527157,45.6426048,0.015269557,28,0.219572548
43802.00,03/12/2019,7306.446233,147.4653691,44.8087979,0.015225171,28,0.219831694
43803.00,04/12/2019,7215.020345,145.6972447,44.72351707,0.014298587,24,0.21485697
43804.00,05/12/2019,7404.086795,148.0223999,44.83491721,0.014528274,21,0.22199205
43805.00,06/12/2019,7534.208356,148.7001867,45.4038573,0.014713294,29,0.225743538
43806.00,07/12/2019,7512.061403,147.5151993,45.22340813,0.01451991,32,0.227673445
43807.00,08/12/2019,7528.940269,150.8384208,45.57107488,0.01463927,28,0.229941661
43808.00,09/12/2019,7340.227459,147.3754951,44.40943422,0.014357844,32,0.223955597
43809.00,10/12/2019,7232.091784,145.6963601,44.13657889,0.014094791,26,0.222560028
43810.00,11/12/2019,7200.464446,143.1304047,43.58825522,0.014122738,20,0.220712135
43811.00,12/12/2019,7192.849024,144.7342037,43.62232231,0.013749869,23,0.218249749
43812.00,13/12/2019,7244.90372,144.5997151,44.32124629,0.01407746,22,0.22021133
43813.00,14/12/2019,7071.10709,141.8424428,43.30308433,0.0138481,27,0.216064724
43814.00,15/12/2019,7111.28667,142.3045441,43.48651852,0.013935408,21,0.217225673
43815.00,16/12/2019,6882.395795,132.3799811,39.95113662,0.01338141,24,0.205356033
43816.00,17/12/2019,6608.96198,121.5059164,36.84828917,0.0124034,23,0.18218853
43817.00,18/12/2019,7284.625484,132.883688,40.85639569,0.013389995,15,0.195952032
43818.00,19/12/2019,7146.167638,127.8449477,39.62996092,0.012983174,21,0.188192782
43819.00,20/12/2019,7184.219172,128.2175628,40.18164166,0.013408181,23,0.195967154
43820.00,21/12/2019,7140.298011,127.0971411,39.71174311,0.013498771,23,0.19159585
43821.00,22/12/2019,7479.402408,132.0604687,41.86826329,0.014916034,20,0.196406757
43822.00,23/12/2019,7321.748724,127.8143106,40.62053295,0.013780113,33,0.189516669
43823.00,24/12/2019,7235.629084,127.6564459,40.28514298,0.013485611,25,0.190382002
43824.00,25/12/2019,7191.174166,124.8810231,40.09823059,0.013191748,22,0.188458233
43825.00,26/12/2019,7194.639758,125.3084299,39.92788222,0.013331099,39,0.188902094
43826.00,27/12/2019,7237.150447,126.1816295,40.89490272,0.013206946,38,0.189660013
43827.00,28/12/2019,7306.643308,128.0376017,42.97018681,0.013498149,37,0.193055785
43828.00,29/12/2019,7391.578521,134.6392437,43.15957857,0.013722959,37,0.196707104
43829.00,30/12/2019,7229.397101,131.2874667,42.27917616,0.013232467,40,0.19265193
43830.00,31/12/2019,7167.395055,128.5110798,41.11401787,0.013236193,38,0.192421166
43831.00,01/01/2020,7170.631869,129.9638753,41.41574594,0.013160497,37,0.192124072
43832.00,02/01/2020,6946.825269,126.730877,39.31911023,0.012789953,39,0.186872726
43833.00,03/01/2020,7315.30936,133.8007671,42.01519876,0.013398612,38,0.19284337
43834.00,04/01/2020,7343.164194,134.0503492,42.66088938,0.013423737,38,0.192609875
43835.00,05/01/2020,7345.530692,134.9821771,43.19831411,0.013503107,39,0.194187073
43836.00,06/01/2020,7765.797735,143.9888241,45.76539984,0.014563796,41,0.221597372
43837.00,07/01/2020,8136.086842,143.2489557,46.38774004,0.014353476,40,0.213838205
43838.00,08/01/2020,8059.699529,140.872484,45.38409514,0.014029875,51,0.207679866
43839.00,09/01/2020,7817.136093,137.4736641,44.72698105,0.013981991,44,0.203291667
43840.00,10/01/2020,8129.81792,143.7894009,48.78172587,0.01464779,41,0.21137394
43841.00,11/01/2020,8032.005495,142.8460743,49.50031461,0.014604971,50,0.211923968
43842.00,12/01/2020,8164.549993,145.447126,50.99046087,0.014980478,45,0.214637564
43843.00,13/01/2020,8121.925668,143.9102222,49.65187662,0.014671,49,0.211561704
43844.00,14/01/2020,8830.167873,166.0479769,58.81429015,0.016762462,56,0.235544858
43845.00,15/01/2020,8811.448203,165.8537794,58.09429232,0.017285982,54,0.232875178
43846.00,16/01/2020,8718.686998,164.0529333,57.69213032,0.017175581,55,0.228639596
43847.00,17/01/2020,8912.541904,171.0344023,61.64777271,0.017693483,54,0.239171258
43848.00,18/01/2020,8928.180757,175.0749784,59.62455857,0.017697779,51,0.243778756
43849.00,19/01/2020,8687.354837,166.7918224,57.58544323,0.016604543,53,0.235342975
43850.00,20/01/2020,8636.258786,166.927411,57.16587249,0.016610198,48,0.233315006
43851.00,21/01/2020,8730.86756,169.1716687,57.50853705,0.017261506,49,0.237179382
43852.00,22/01/2020,8647.900474,167.5452263,58.05693155,0.017275,52,0.235723766
43853.00,23/01/2020,8366.384614,162.1565256,54.16790165,0.016188897,49,0.224993301
43854.00,24/01/2020,8423.390958,162.2475907,54.3367572,0.016348227,40,0.221598319
43855.00,25/01/2020,8344.774569,160.5214552,53.4273469,0.016129458,41,0.219873276
43856.00,26/01/2020,8573.87481,167.159113,55.93912755,0.016756952,42,0.230009511
43857.00,27/01/2020,8901.959285,169.9343137,58.53327431,0.017080121,50,0.230733694
43858.00,28/01/2020,9297.388318,175.2761885,60.15383231,0.018570018,54,0.23841689
43859.00,29/01/2020,9311.947544,174.6767767,59.98090674,0.018704898,57,0.235890714
43860.00,30/01/2020,9508.920965,184.256749,68.15085835,0.01953378,57,0.243981544
43861.00,31/01/2020,9357.284782,180.1636704,67.96395843,0.018721558,55,0.239021658
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
